web_scraper_order,web_scraper_start_url,data,title,data2,title2,data3,data5,name,data7,data8,data11,data14,image,image2,image3,image4,image6
975110-9906,https://www.99acres.com/search/bengaluru,₹ 87.02 L,1 BHK Apartment in Indiranagar,620 sqft,Apartment,1 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 1 BHK property in Indiranagar with modern amenities.,14 of 16,1,Fully Furnished,https://images.property.com/img_579.jpg,https://images.property.com/img_764.jpg,https://images.property.com/img_665.jpg,https://images.property.com/img_933.jpg,https://images.property.com/img_726.jpg
498136-5191,https://www.nobroker.com/search/mumbai,₹ 3.95 Cr,3 BHK Apartment in Andheri East,2058 sqft,Apartment,3 BHK,Ready to Move,"Andheri East, Mumbai",A beautiful 3 BHK property in Andheri East with modern amenities.,8 of 28,2,Unfurnished,https://images.property.com/img_169.jpg,https://images.property.com/img_17.jpg,https://images.property.com/img_444.jpg,https://images.property.com/img_728.jpg,https://images.property.com/img_594.jpg
129020-5283,https://www.housingcom.com/search/mumbai,₹ 5.19 Cr,4 BHK Apartment in Borivali West,2712 sqft,Apartment,4 BHK,Under Construction,"Borivali West, Mumbai",A beautiful 4 BHK property in Borivali West with modern amenities.,9 of 21,3,Unfurnished,https://images.property.com/img_622.jpg,https://images.property.com/img_732.jpg,https://images.property.com/img_81.jpg,https://images.property.com/img_397.jpg,https://images.property.com/img_898.jpg
518675-4688,https://www.housingcom.com/search/mumbai,₹ 1.60 Cr,1 BHK Apartment in Powai,664 sqft,Apartment,1 BHK,Under Construction,"Powai, Mumbai",A beautiful 1 BHK property in Powai with modern amenities.,12 of 15,2,Fully Furnished,https://images.property.com/img_797.jpg,https://images.property.com/img_700.jpg,https://images.property.com/img_25.jpg,https://images.property.com/img_737.jpg,https://images.property.com/img_830.jpg
651042-9263,https://www.99acres.com/search/bengaluru,₹ 2.20 Cr,2 BHK Apartment in Indiranagar,1374 sqft,Apartment,2 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 2 BHK property in Indiranagar with modern amenities.,6 of 29,3,Fully Furnished,https://images.property.com/img_687.jpg,https://images.property.com/img_194.jpg,https://images.property.com/img_681.jpg,https://images.property.com/img_926.jpg,https://images.property.com/img_714.jpg
974924-7174,https://www.99acres.com/search/bengaluru,₹ 1.71 Cr,3 BHK Apartment in Whitefield,2007 sqft,Apartment,3 BHK,Ready to Move,"Whitefield, Bengaluru",A beautiful 3 BHK property in Whitefield with modern amenities.,7 of 20,3,Unfurnished,https://images.property.com/img_266.jpg,https://images.property.com/img_879.jpg,https://images.property.com/img_897.jpg,https://images.property.com/img_944.jpg,https://images.property.com/img_115.jpg
655102-7140,https://www.nobroker.com/search/mumbai,₹ 1.24 Cr,2 BHK Apartment in Thane West,984 sqft,Apartment,2 BHK,Ready to Move,"Thane West, Mumbai",A beautiful 2 BHK property in Thane West with modern amenities.,5 of 22,1,Semi-Furnished,https://images.property.com/img_784.jpg,https://images.property.com/img_782.jpg,https://images.property.com/img_866.jpg,https://images.property.com/img_287.jpg,https://images.property.com/img_892.jpg
553581-6091,https://www.99acres.com/search/bengaluru,₹ 2.47 Cr,3 BHK Apartment in Indiranagar,1638 sqft,Apartment,3 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 3 BHK property in Indiranagar with modern amenities.,7 of 21,2,Semi-Furnished,https://images.property.com/img_713.jpg,https://images.property.com/img_290.jpg,https://images.property.com/img_659.jpg,https://images.property.com/img_533.jpg,https://images.property.com/img_609.jpg
387816-3168,https://www.magicbricks.com/search/mumbai,₹ 3.94 Cr,2 BHK Apartment in Bandra West,958 sqft,Apartment,2 BHK,Ready to Move,"Bandra West, Mumbai",A beautiful 2 BHK property in Bandra West with modern amenities.,5 of 29,2,Fully Furnished,https://images.property.com/img_424.jpg,https://images.property.com/img_398.jpg,https://images.property.com/img_912.jpg,https://images.property.com/img_564.jpg,https://images.property.com/img_12.jpg
494627-8630,https://www.magicbricks.com/search/bengaluru,₹ 2.90 Cr,4 BHK Apartment in Koramangala,2068 sqft,Apartment,4 BHK,Ready to Move,"Koramangala, Bengaluru",A beautiful 4 BHK property in Koramangala with modern amenities.,9 of 18,5,Fully Furnished,https://images.property.com/img_683.jpg,https://images.property.com/img_343.jpg,https://images.property.com/img_137.jpg,https://images.property.com/img_554.jpg,https://images.property.com/img_834.jpg
261533-5035,https://www.housingcom.com/search/bengaluru,₹ 52.16 L,2 BHK Apartment in Electronic City,900 sqft,Apartment,2 BHK,Ready to Move,"Electronic City, Bengaluru",A beautiful 2 BHK property in Electronic City with modern amenities.,1 of 17,1,Fully Furnished,https://images.property.com/img_478.jpg,https://images.property.com/img_363.jpg,https://images.property.com/img_675.jpg,https://images.property.com/img_95.jpg,https://images.property.com/img_308.jpg
114722-8295,https://www.99acres.com/search/bengaluru,₹ 1.55 Cr,4 BHK Apartment in Whitefield,1988 sqft,Apartment,4 BHK,Under Construction,"Whitefield, Bengaluru",A beautiful 4 BHK property in Whitefield with modern amenities.,2 of 27,4,Unfurnished,https://images.property.com/img_403.jpg,https://images.property.com/img_136.jpg,https://images.property.com/img_4.jpg,https://images.property.com/img_871.jpg,https://images.property.com/img_907.jpg
712279-1907,https://www.housingcom.com/search/mumbai,₹ 6.07 Cr,2 BHK Apartment in Worli,1302 sqft,Apartment,2 BHK,Ready to Move,"Worli, Mumbai",A beautiful 2 BHK property in Worli with modern amenities.,3 of 21,3,Fully Furnished,https://images.property.com/img_244.jpg,https://images.property.com/img_255.jpg,https://images.property.com/img_279.jpg,https://images.property.com/img_235.jpg,https://images.property.com/img_65.jpg
375669-1228,https://www.magicbricks.com/search/bengaluru,₹ 2.82 Cr,4 BHK Apartment in Indiranagar,1928 sqft,Apartment,4 BHK,Ready to Move,"Indiranagar, Bengaluru",A beautiful 4 BHK property in Indiranagar with modern amenities.,13 of 22,2,Unfurnished,https://images.property.com/img_259.jpg,https://images.property.com/img_336.jpg,https://images.property.com/img_714.jpg,https://images.property.com/img_875.jpg,https://images.property.com/img_441.jpg
141225-8910,https://www.magicbricks.com/search/mumbai,₹ 2.10 Cr,1 BHK Apartment in Bandra West,514 sqft,Apartment,1 BHK,Under Construction,"Bandra West, Mumbai",A beautiful 1 BHK property in Bandra West with modern amenities.,7 of 23,1,Unfurnished,https://images.property.com/img_880.jpg,https://images.property.com/img_641.jpg,https://images.property.com/img_309.jpg,https://images.property.com/img_363.jpg,https://images.property.com/img_362.jpg
922301-2412,https://www.99acres.com/search/bengaluru,₹ 3.18 Cr,4 BHK Apartment in Koramangala,2448 sqft,Apartment,4 BHK,Ready to Move,"Koramangala, Bengaluru",A beautiful 4 BHK property in Koramangala with modern amenities.,5 of 28,4,Semi-Furnished,https://images.property.com/img_811.jpg,https://images.property.com/img_395.jpg,https://images.property.com/img_217.jpg,https://images.property.com/img_185.jpg,https://images.property.com/img_71.jpg
538308-1475,https://www.magicbricks.com/search/mumbai,₹ 4.56 Cr,2 BHK Apartment in Bandra West,996 sqft,Apartment,2 BHK,Under Construction,"Bandra West, Mumbai",A beautiful 2 BHK property in Bandra West with modern amenities.,7 of 27,3,Semi-Furnished,https://images.property.com/img_735.jpg,https://images.property.com/img_929.jpg,https://images.property.com/img_59.jpg,https://images.property.com/img_849.jpg,https://images.property.com/img_710.jpg
986714-9350,https://www.housingcom.com/search/mumbai,₹ 1.19 Cr,1 BHK Apartment in Borivali West,655 sqft,Apartment,1 BHK,Ready to Move,"Borivali West, Mumbai",A beautiful 1 BHK property in Borivali West with modern amenities.,3 of 25,2,Fully Furnished,https://images.property.com/img_118.jpg,https://images.property.com/img_575.jpg,https://images.property.com/img_501.jpg,https://images.property.com/img_365.jpg,https://images.property.com/img_964.jpg
939798-1759,https://www.99acres.com/search/bengaluru,₹ 2.22 Cr,3 BHK Apartment in Koramangala,1494 sqft,Apartment,3 BHK,Ready to Move,"Koramangala, Bengaluru",A beautiful 3 BHK property in Koramangala with modern amenities.,5 of 15,4,Unfurnished,https://images.property.com/img_944.jpg,https://images.property.com/img_645.jpg,https://images.property.com/img_924.jpg,https://images.property.com/img_978.jpg,https://images.property.com/img_249.jpg
833627-5728,https://www.99acres.com/search/bengaluru,₹ 84.12 L,2 BHK Apartment in HSR Layout,900 sqft,Apartment,2 BHK,Under Construction,"HSR Layout, Bengaluru",A beautiful 2 BHK property in HSR Layout with modern amenities.,4 of 24,3,Unfurnished,https://images.property.com/img_104.jpg,https://images.property.com/img_399.jpg,https://images.property.com/img_829.jpg,https://images.property.com/img_170.jpg,https://images.property.com/img_568.jpg
966429-3106,https://www.magicbricks.com/search/mumbai,₹ 5.01 Cr,4 BHK Apartment in Powai,2064 sqft,Apartment,4 BHK,Under Construction,"Powai, Mumbai",A beautiful 4 BHK property in Powai with modern amenities.,15 of 27,5,Semi-Furnished,https://images.property.com/img_673.jpg,https://images.property.com/img_210.jpg,https://images.property.com/img_61.jpg,https://images.property.com/img_72.jpg,https://images.property.com/img_376.jpg
565433-9658,https://www.nobroker.com/search/mumbai,₹ 1.30 Cr,1 BHK Apartment in Andheri East,612 sqft,Apartment,1 BHK,Ready to Move,"Andheri East, Mumbai",A beautiful 1 BHK property in Andheri East with modern amenities.,9 of 26,1,Semi-Furnished,https://images.property.com/img_626.jpg,https://images.property.com/img_468.jpg,https://images.property.com/img_410.jpg,https://images.property.com/img_279.jpg,https://images.property.com/img_924.jpg
758675-6153,https://www.magicbricks.com/search/mumbai,₹ 7.68 Cr,3 BHK Apartment in Worli,1623 sqft,Apartment,3 BHK,Under Construction,"Worli, Mumbai",A beautiful 3 BHK property in Worli with modern amenities.,12 of 21,4,Semi-Furnished,https://images.property.com/img_181.jpg,https://images.property.com/img_152.jpg,https://images.property.com/img_251.jpg,https://images.property.com/img_972.jpg,https://images.property.com/img_492.jpg
604442-7791,https://www.magicbricks.com/search/bengaluru,₹ 1.17 Cr,4 BHK Apartment in Electronic City,2176 sqft,Apartment,4 BHK,Under Construction,"Electronic City, Bengaluru",A beautiful 4 BHK property in Electronic City with modern amenities.,11 of 27,5,Unfurnished,https://images.property.com/img_764.jpg,https://images.property.com/img_61.jpg,https://images.property.com/img_823.jpg,https://images.property.com/img_264.jpg,https://images.property.com/img_582.jpg
112602-2792,https://www.99acres.com/search/mumbai,₹ 5.57 Cr,2 BHK Apartment in Bandra West,1278 sqft,Apartment,2 BHK,Ready to Move,"Bandra West, Mumbai",A beautiful 2 BHK property in Bandra West with modern amenities.,8 of 16,2,Unfurnished,https://images.property.com/img_842.jpg,https://images.property.com/img_255.jpg,https://images.property.com/img_113.jpg,https://images.property.com/img_12.jpg,https://images.property.com/img_849.jpg
756794-4611,https://www.99acres.com/search/mumbai,₹ 1.90 Cr,2 BHK Apartment in Borivali West,1010 sqft,Apartment,2 BHK,Under Construction,"Borivali West, Mumbai",A beautiful 2 BHK property in Borivali West with modern amenities.,4 of 19,2,Unfurnished,https://images.property.com/img_282.jpg,https://images.property.com/img_725.jpg,https://images.property.com/img_140.jpg,https://images.property.com/img_128.jpg,https://images.property.com/img_932.jpg
980795-1071,https://www.magicbricks.com/search/mumbai,₹ 5.23 Cr,4 BHK Apartment in Andheri East,2784 sqft,Apartment,4 BHK,Under Construction,"Andheri East, Mumbai",A beautiful 4 BHK property in Andheri East with modern amenities.,6 of 16,1,Unfurnished,https://images.property.com/img_978.jpg,https://images.property.com/img_333.jpg,https://images.property.com/img_813.jpg,https://images.property.com/img_257.jpg,https://images.property.com/img_936.jpg
703743-7857,https://www.99acres.com/search/mumbai,₹ 3.53 Cr,4 BHK Apartment in Borivali West,2192 sqft,Apartment,4 BHK,Under Construction,"Borivali West, Mumbai",A beautiful 4 BHK property in Borivali West with modern amenities.,2 of 23,4,Semi-Furnished,https://images.property.com/img_567.jpg,https://images.property.com/img_315.jpg,https://images.property.com/img_986.jpg,https://images.property.com/img_771.jpg,https://images.property.com/img_615.jpg
592534-3635,https://www.housingcom.com/search/bengaluru,₹ 1.80 Cr,4 BHK Apartment in HSR Layout,2004 sqft,Apartment,4 BHK,Under Construction,"HSR Layout, Bengaluru",A beautiful 4 BHK property in HSR Layout with modern amenities.,15 of 16,5,Semi-Furnished,https://images.property.com/img_911.jpg,https://images.property.com/img_542.jpg,https://images.property.com/img_588.jpg,https://images.property.com/img_75.jpg,https://images.property.com/img_809.jpg
448543-3865,https://www.housingcom.com/search/mumbai,₹ 4.64 Cr,3 BHK Apartment in Powai,1947 sqft,Apartment,3 BHK,Under Construction,"Powai, Mumbai",A beautiful 3 BHK property in Powai with modern amenities.,7 of 28,3,Unfurnished,https://images.property.com/img_615.jpg,https://images.property.com/img_871.jpg,https://images.property.com/img_951.jpg,https://images.property.com/img_130.jpg,https://images.property.com/img_890.jpg
868526-3082,https://www.nobroker.com/search/mumbai,₹ 3.37 Cr,1 BHK Apartment in Worli,636 sqft,Apartment,1 BHK,Ready to Move,"Worli, Mumbai",A beautiful 1 BHK property in Worli with modern amenities.,8 of 22,2,Semi-Furnished,https://images.property.com/img_274.jpg,https://images.property.com/img_353.jpg,https://images.property.com/img_84.jpg,https://images.property.com/img_384.jpg,https://images.property.com/img_819.jpg
220922-2102,https://www.housingcom.com/search/mumbai,₹ 4.42 Cr,4 BHK Apartment in Borivali West,2452 sqft,Apartment,4 BHK,Ready to Move,"Borivali West, Mumbai",A beautiful 4 BHK property in Borivali West with modern amenities.,6 of 27,1,Unfurnished,https://images.property.com/img_382.jpg,https://images.property.com/img_661.jpg,https://images.property.com/img_973.jpg,https://images.property.com/img_191.jpg,https://images.property.com/img_965.jpg
683344-5216,https://www.housingcom.com/search/bengaluru,₹ 1.97 Cr,2 BHK Apartment in Indiranagar,1256 sqft,Apartment,2 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 2 BHK property in Indiranagar with modern amenities.,12 of 22,2,Fully Furnished,https://images.property.com/img_168.jpg,https://images.property.com/img_816.jpg,https://images.property.com/img_40.jpg,https://images.property.com/img_194.jpg,https://images.property.com/img_708.jpg
330797-4672,https://www.housingcom.com/search/bengaluru,₹ 94.22 L,2 BHK Apartment in Whitefield,1170 sqft,Apartment,2 BHK,Ready to Move,"Whitefield, Bengaluru",A beautiful 2 BHK property in Whitefield with modern amenities.,9 of 27,3,Semi-Furnished,https://images.property.com/img_78.jpg,https://images.property.com/img_851.jpg,https://images.property.com/img_383.jpg,https://images.property.com/img_565.jpg,https://images.property.com/img_607.jpg
181617-3768,https://www.housingcom.com/search/mumbai,₹ 1.36 Cr,1 BHK Apartment in Borivali West,691 sqft,Apartment,1 BHK,Under Construction,"Borivali West, Mumbai",A beautiful 1 BHK property in Borivali West with modern amenities.,8 of 19,2,Fully Furnished,https://images.property.com/img_346.jpg,https://images.property.com/img_124.jpg,https://images.property.com/img_884.jpg,https://images.property.com/img_687.jpg,https://images.property.com/img_909.jpg
981112-7196,https://www.magicbricks.com/search/mumbai,₹ 1.13 Cr,1 BHK Apartment in Powai,452 sqft,Apartment,1 BHK,Under Construction,"Powai, Mumbai",A beautiful 1 BHK property in Powai with modern amenities.,3 of 18,2,Fully Furnished,https://images.property.com/img_860.jpg,https://images.property.com/img_122.jpg,https://images.property.com/img_389.jpg,https://images.property.com/img_829.jpg,https://images.property.com/img_455.jpg
